Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=de42ff4e8b,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=e46f3223c9,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=e4bc311b5f,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=e868962f39,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=edc9f80a6b,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=f0cfbb3054,1,1,0:02:14,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=f16706b008&fbclid=IwAR1EenBUBEfrGYC9X1KGqRQDjSSmin4pPrhG3Tj7GfP21R-C5V9qSWrbBMM,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=f16706b008&fbclid=IwAR2CYbS-HGNXQ0YFr8mom1mvEUsr8DPX0Fm8AdeXSvXhDB3h0TmN9fWI0V4,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=f16706b008&fbclid=IwAR2uKfE8wVcLaWJ3enqLQs7Ic2c4S6qwQSPd4coPQ-CjcmE-ooTmymrrRls,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=f16706b008&fbclid=IwAR32fPmUO7UoX1dvJ4BuoxkCPqS_uetJWtfM8dJ7BszFfvX13HPLEw9q8b0,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=f3e305cd35,1,1,0:00:20,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=f45760f30c,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=f68fe7b114,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=facee1823e,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=fadd3ab3e3,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=a54295a467&mc_eid=fe4200b164,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=02839c3fab&fbclid=IwAR0AjBBO6rQl9jSnb-_ozoGqnbltPUZFnM_wid4GTUqSIrnh2w8-rouBeJw,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=04e1fa6e70,1,1,0:00:44,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=05ac6e8092,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=0779793159,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=0ac01edee7,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=0d29879999,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=10bd70322b,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=131541769f,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=132f5107ea,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=133c3ac17b,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=136082edee,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=1425cebcdb,1,1,0:00:50,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=14295477fc,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=14e57cf601,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=15911266eb,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=15fd2b603a,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=1ebae6e15b,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=207a6ea677,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=20abf0c925,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=20d018cb24,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=2414dc46a0,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=26340045b8,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=2819079bbf,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=31bb77df4e,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=3292cbb5d0,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=35dd1f8c01,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=38074fe788,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=3a3a718bf7,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=3d491a4330,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=3ebf5c6fef,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=427fa6bf3f,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=44972b1d98,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=47bcd8d4c4,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=4b5727f9a5,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=4d205d4da2,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=4d61f1495c,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=55a81379e5,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=55e4848fe7,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=5749525b74,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=587df0ba4a,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=5887fa11e8,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=5c64e91ace,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=619040183d,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=655c3f6095,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=68a0c52bb2,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=6a759c26ee&fbclid=IwAR1Q1MGD0ulv-i9vShu-er1kuC6Bbgq6FPD83iHA4ejRcBvSRm1fW3xeKNs,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=6a759c26ee&fbclid=IwAR2kyiQm19xmKZWOvROSmEApJ9dIrFxvAIXTphSCfrH5Xzq1q0yWRDqxsgg,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=6a759c26ee&fbclid=IwAR3WP7hz5ghyxCevu70byk6yNQiIlW11ZPGJ5p63RcssJg56-HnOlh4OeRw,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=71f29fd6c0&fbclid=IwAR0MoBDxzElxOP5nfQ497QFgY5pzqWaFge_F9opoMr78FJ1PnVVQUUa_QYA,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=71f29fd6c0&fbclid=IwAR12SzEfKUa3N6xLWkLHc7HQn0cWcIpN1sVjQPf4fmKCMxVl53PPHWRRDkQ,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=71f29fd6c0&fbclid=IwAR1BUT_E1SnHMAEmwLRxem5fGLdVDcHfOQaub6CAAsRscXSVS2ydyk83BsA,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=71f29fd6c0&fbclid=IwAR1VgqKMnWQQseHuHDkdUIlIwm1Pae9w-d86ARDUJwZT4McGgD5S40so8Qs,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=71f29fd6c0&fbclid=IwAR2yuo0zptknHMkg1GHuNTJZc7TDKJqRa6Svj-KkVmXIky_MQAc_nWgC4Jg,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=71f29fd6c0&fbclid=IwAR3AH7rdaFbb6c5hJQqRYUuCCm97ibdj9y6MXEqdaf0eFeY-CORF8RyzaHw,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=71f29fd6c0&fbclid=IwAR3EHSSXvV-OBHDkrgDoZAvjsdc4vphSoadvaYCkrlk9FPs_ocv3QIwOTjE,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=71f29fd6c0&fbclid=IwAR3u0Ex8MfW4CJun1QKsw2dwDw-GTzYiAOtYngwXUyesv-nwnEJO4fh5qHI,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=73b904f661,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=7485bafa39,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=7607ef3a11,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=79b35a79a9,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=7ffebc9ec4,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=8087e8ff12,1,1,0:00:10,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=817d2d962c,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=8296f669e9,1,1,0:00:29,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=8a8d877b58,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=8f578550fb,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=9208213283,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=9553efa97b,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=961fd4e971,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=977657fa0a,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=9990438e9b,1,1,0:10:22,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=9afcff24fc,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=9c78707e74,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=9fda5a6d08,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=a367398840,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=a3aa0d8285,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=a6d8a65d0a,1,1,0:00:01,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=aa757d437d,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=ab64da298b,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=abc8d0efa4,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=ad9f1cb293,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=b0db96867c,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=b1da9f4083,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=b33447cf8d,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=b539d6a1b1,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=b74536c7a3,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=b81e52f759,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=ba489e635b,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=c2569923af,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=c29554c065,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=c29db14610,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=c2c774b610&fbclid=IwAR1O6ym1nRwTnH8vaRfvA3rtxUkuJURWJL5JgiSClVX6O-E0MUvCZbL6-Ao,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=c4f1aefb66,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=c7946345b3,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=c85bacbe98,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=cd67736ad4&fbclid=IwAR3jRT6un1gzxYDbBAvUCUB3YEqojSuE-ZUcKcIo1vl2Lf1vV58ruFy6TCc,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=d033c4737e,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=d0afac49d7,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=d111f84664,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=d64b99ce18,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=dc6d5f07e1,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=dcf7007cda,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=e070b3cf4c,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=e2a117081a,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=e3967ae3e7,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=e46fba7893,1,1,0:00:26,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=e998f9ee4e,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=e9eee24c8a,1,1,0:00:05,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=ebd79d5988,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=ec959b344f,1,1,0:00:32,1,0.00%,0.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=ed62a02586,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=eddb9bd421,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=f0a070a96c,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=f52e486a82,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=f5b5e58777,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=f7784f2967,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=f7eef4d4ce,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=f7fca98a35,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?mc_cid=c1e1ff0cdf&mc_eid=fad8d469bb,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-america-v-trump/?preview=true,1,1,0:01:16,1,0.00%,0.00%,$0.00 
/pen-appeal-jesus-lemus-barajas/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-appeal-ramazan-yesergepov/,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/pen-appeal-reeyot-alemu-woubshet-taye-and-elias-kifle/,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/pen-at-the-un-human-rights-council-nigeria-on-the-brink/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-authors-evenings/?smid=bookscal,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-case-studies-in-digital-freedom-surveillance/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/pen-central-asia-not-just-club-network-regional-pen-centers/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-concerned-by-googles-suspension-of-popular-artists-blog/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-condemns-murders-of-charlie-hebdo-journalists/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-condemns-the-denial-of-family-visits-or-support-in-prison-for-ilham-tohti/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/pen-diy-write-it-shoot-it-publish-it-crochet-it-saute-it-whatever-make/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-edward-lily-tuck-award-paraguayan-literature/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/pen-emerging-writers-awards-winners/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/pen-eo-wilson-prize-literary-science-writing/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/pen-eritrea-defiance-in-the-face-of-extreme-repression/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-live/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-mourns-loss-of-renowned-translator-and-pen-member-joachim-neugroschel/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-myanmar-opens-new-office-a-new-beacon-of-literature-and-free-expression/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-myanmar-pushing-free-expression-reform-revitalizing-literature/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-new-england-award-guidelines/,1,1,0:00:46,1,0.00%,0.00%,$0.00 
/pen-protests-kerim-yildizs-visa-delay/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-receives-letter-from-members-about-charlie-hebdo-award/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-san-miguel-advocating-journalists-dangerous-climate-free-expression/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-saul-bellow-award/,1,1,0:06:00,1,0.00%,0.00%,$0.00 
/pen-staff-and-members-visit-writers-in-china/,1,1,0:00:24,1,0.00%,0.00%,$0.00 
/pen-ten-amanda-johnston/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-ten-carmen-maria-machado/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-ten-ife-chudeni-oputa/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-ten-interview-prison-writing-matthew-mendoza/?fbclid=IwAR0iHOYtV4NrdeONzs2Su4HEic1gEoC8IpmJpfr4M-xV2-3TypJbaDZJe6s,1,1,0:02:18,1,0.00%,0.00%,$0.00 
/pen-ten-interview-prison-writing-matthew-mendoza/?fbclid=IwAR3MmspIehA6lSl6Ogu6fUra1T8397AZzX2pjikxd7CAN32N-EgMq2acbyo,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-ten-jimin-han/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-ten-jonathan-baumbach/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-ten-luis-alberto-urrea/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-ten-melissa-febos/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-uyghur-center-powerful-literature-fleeting-language/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pen-world-voices-festival-edwidge-danticat-on-how-a-story-is-never-really-yours/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/penespn-award-for-literary-sports-writing-winners/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/penjerard-fund-award-winners/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pennora-magid-award-for-magazine-editing-winners/,1,1,0:00:34,0,0.00%,0.00%,$0.00 
/penrobert-j-dau-short-story-prize-emerging-writers/,1,1,0:00:25,1,0.00%,0.00%,$0.00 
/penroger-klein-award-for-editing-winners/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pensaul-bellow-award-for-achievement-in-american-fiction-winners/,1,1,0:00:24,0,0.00%,0.00%,$0.00 
/photocopies-of-photocopies-on-bao-ninh/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/pledge-of-allegiance/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/poet-cathy-park-hong-writes-about-her-visit-to-south-africa-with-pen/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/poetry-roundup-po-blog-is-dead-long-live-the-po-blog/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/presidente-nieto-investigue-los-asesinatos-de-periodistas-en-mexico-y-establezca-mecanismos-para-protegerlas/,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/press-clip/a-literary-night-out-spelling-bee-humiliation/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/press-clip/africa-popular-nigerian-writer-headlines-at-blockbuster-world-voices-fest/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/press-clip/andrew-solomon-is-new-president-of-pen-american-center/,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/press-clip/authors-and-organizations-sign-pledge-to-protect-free-speech-under-trump/,1,1,0:03:30,1,0.00%,0.00%,$0.00 
/press-clip/benefit-preview-a-pen-america-program-teaches-writing-to-prisoners/,1,1,0:02:13,0,0.00%,0.00%,$0.00 
/press-clip/china-charges-uighur-scholar-ilham-tohti-with-separatism/,1,1,0:03:28,0,0.00%,0.00%,$0.00 
/press-clip/critics-weigh-in-on-art-in-metoo-era-at-pen-americas-bkbf-panel/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/press-clip/famous-writers-plan-literary-protest-steps-new-york-public-library/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/press-clip/freedom-to-write/,1,1,0:01:11,1,0.00%,0.00%,$0.00 
/press-clip/greg-gianforte-not-get-free-pass/,1,1,0:00:00,0,0.00%,100.00%,$0.00 
